car,motorcycle,bus,truck,total,bbox_area_ratio,mean_bbox_area,max_bbox_area,cluster_density,crowd_density,brightness,sharpness,edge_density,zone_top,zone_mid,zone_bottom,bottom_motor,mid_car,is_night,is_rain,filepath,cam_id,label
8,5,1,1,15,0.04230712890625,1155.2666666666667,4104.0,0.0028204752604166663,8.431370735168457,119.92637451171875,506.9098501061857,0.10843994140625,0,12,3,2,7,0,0,dataset_cleaned/moderate/cam08_20251206_100958.png,cam08,moderate
1,7,1,1,10,0.19690507812500002,8401.283333333335,59407.310000000005,0.019534233940972222,2.4759185314178467,91.2962158203125,570.1481379246467,0.074511962890625,0,8,1,0,1,1,0,dataset_cleaned/free_flow/cam09_20251206_184504.png,cam09,free_flow
1,12,1,0,14,0.10865234375,3178.8571428571427,7029.0,0.007760881696428572,4.078265190124512,104.0361767578125,598.6597994329393,0.08735107421875,1,9,4,6,1,0,0,dataset_cleaned/free_flow/cam08_20251204_105122.png,cam08,free_flow
19,1,2,3,25,0.27804931640625,4555.56,28245.0,0.011121972656250001,4.341525077819824,125.94174560546875,587.5565478152989,0.1316015625,4,17,4,1,15,0,0,dataset_cleaned/free_flow/cam09_20251204_091159.png,cam09,free_flow
10,13,1,2,26,0.204208984375,3217.076923076923,48068.0,0.00785419170673077,4.409870624542236,135.78639892578124,549.4818944692372,0.12213623046875,4,21,1,1,9,0,0,dataset_cleaned/free_flow/cam09_20251209_125204.png,cam09,free_flow
4,4,1,0,9,0.01641357421875,747.0,2291.0,0.0018237304687500002,2.8397960662841797,127.403701171875,613.4417382192372,0.107373046875,5,4,0,0,1,0,0,dataset_cleaned/free_flow/cam10_20251209_132206.png,cam10,free_flow
8,10,1,2,21,0.12911376953125,2518.3333333333335,12376.0,0.006148274739583333,5.728069305419922,126.2848388671875,577.4657743343353,0.0903955078125,14,4,3,4,2,0,0,dataset_cleaned/free_flow/cam11_20251203_125555.png,cam11,free_flow
7,8,0,2,17,0.19079345703125,4597.0,51832.0,0.01122314453125,2.5082573890686035,134.49613525390626,506.7298534694673,0.10977783203125,2,15,0,0,6,0,0,dataset_cleaned/free_flow/cam09_20251207_142842.png,cam09,free_flow
7,1,1,3,12,0.177109375,6045.333333333333,34736.0,0.014759114583333335,4.3139328956604,112.6346142578125,547.4183542189539,0.0802587890625,5,7,0,0,4,0,0,dataset_cleaned/free_flow/cam08_20251208_120314.png,cam08,free_flow
5,1,6,0,12,1.2447802734375,42488.5,348864.0,0.103731689453125,1.4245694875717163,130.2295068359375,600.8089134489003,0.1174560546875,5,6,1,1,1,0,0,dataset_cleaned/free_flow/cam07_20251208_065600.png,cam07,free_flow
3,1,0,1,5,0.101776171875,7816.41,28251.87,0.01817431640625,1.0138447284698486,102.44251708984375,471.1310698388968,0.0609837646484375,0,4,1,0,3,1,0,dataset_cleaned/free_flow/cam09_20251207_215842.png,cam09,free_flow
9,15,3,0,27,0.14255117187500002,2027.3944444444446,11579.26,0.004713993778935186,13.26007080078125,104.70477783203125,744.7871634082031,0.1095433349609375,10,13,4,6,4,1,0,dataset_cleaned/congested/cam10_20251205_205810.png,cam10,congested
7,0,2,0,9,0.47441406250000007,22771.875,109438.53,0.052947998046875,1.1810119152069092,105.32621826171875,719.5246555151944,0.0953157958984375,3,3,2,0,2,1,0,dataset_cleaned/free_flow/cam07_20251207_215828.png,cam07,free_flow
5,24,4,0,33,0.13857421875,1720.0,6405.0,0.00419921875,38.436798095703125,122.36147216796876,891.8610515322626,0.1761181640625,10,20,3,7,1,0,0,dataset_cleaned/congested/cam10_20251205_145543.png,cam10,congested
10,13,0,1,24,0.2140478515625,3653.0833333333335,18900.0,0.008918660481770833,17.009363174438477,101.590419921875,587.4135341972112,0.09513916015625,4,19,1,2,7,0,0,dataset_cleaned/congested/cam08_20251208_171442.png,cam08,congested
3,17,1,0,21,0.10521484375,2052.190476190476,19539.0,0.0050102306547619045,17.74022102355957,113.2957373046875,628.3625624450684,0.0854931640625,2,19,0,1,2,0,0,dataset_cleaned/congested/cam08_20251207_072334.png,cam08,congested
1,0,1,0,2,0.024232031250000004,4652.55,4981.08,0.01081787109375,0.9092668890953064,103.98005615234375,463.552637333909,0.06036328125,1,1,0,0,1,1,0,dataset_cleaned/free_flow/cam09_20251203_230311.png,cam09,free_flow
9,22,0,2,33,0.1965869140625,2440.060606060606,34160.0,0.005957179214015152,11.847330093383789,130.71490234375,489.7435878356934,0.10672119140625,4,27,2,1,9,0,0,dataset_cleaned/moderate/cam09_20251206_171004.png,cam09,moderate
7,1,14,1,23,0.297587890625,5299.652173913043,30160.0,0.012938603940217392,3.1349971294403076,125.91132568359374,619.2484442023695,0.12109619140625,13,8,2,1,3,0,0,dataset_cleaned/free_flow/cam10_20251205_124649.png,cam10,free_flow
13,8,4,2,27,0.21151611328125,3208.777777777778,27216.0,0.007833930121527779,4.404506683349609,127.75456787109376,598.740755508041,0.09578125,18,7,2,2,1,0,0,dataset_cleaned/free_flow/cam11_20251209_151205.png,cam11,free_flow
4,10,2,0,16,0.194365234375,4975.75,51982.0,0.0121478271484375,4.743277549743652,128.51050537109376,697.0642961531637,0.1486865234375,5,8,3,3,1,0,0,dataset_cleaned/free_flow/cam07_20251204_125821.png,cam07,free_flow
7,2,2,0,11,0.454475,17451.84,122944.92,0.040578125,17.858972549438477,111.9414111328125,825.6211581688436,0.1149097900390625,1,7,2,0,5,1,0,dataset_cleaned/congested/cam07_20251207_181828.png,cam07,congested
3,11,1,4,19,0.171357421875,3694.1052631578946,48006.0,0.00901881167763158,2.7744712829589844,130.397177734375,552.4540156085432,0.1135791015625,3,16,0,0,3,0,0,dataset_cleaned/free_flow/cam09_20251208_140406.png,cam09,free_flow
8,17,3,0,28,0.08564208984375,1252.8214285714287,5073.0,0.0030586460658482144,10.537412643432617,126.03284912109375,739.8029100326535,0.128447265625,11,14,3,5,1,0,0,dataset_cleaned/congested/cam10_20251209_125708.png,cam10,congested
6,11,3,0,20,0.0956982421875,1959.9,5841.0,0.004784912109375,5.913563251495361,129.6518798828125,582.1719335851435,0.11118408203125,5,13,2,2,2,0,0,dataset_cleaned/free_flow/cam07_20251205_162804.png,cam07,free_flow
2,0,1,0,3,0.29530156250000006,37798.6,106081.76000000001,0.08788736979166667,0.702491044998169,87.62267822265625,617.0806851462302,0.075292236328125,3,0,0,0,2,1,0,dataset_cleaned/free_flow/cam07_20251207_024331.png,cam07,free_flow
5,12,9,1,27,0.1875341796875,2844.962962962963,27383.0,0.006945710358796296,7.603176116943359,126.31459716796876,683.5504524898529,0.130458984375,11,12,4,3,3,0,0,dataset_cleaned/moderate/cam10_20251209_104709.png,cam10,moderate
13,10,0,1,24,0.18616455078125,3177.2083333333335,12825.0,0.007756856282552083,6.557265281677246,102.71295166015625,617.3050488107444,0.095615234375,6,15,3,4,7,0,0,dataset_cleaned/moderate/cam08_20251205_091729.png,cam08,moderate
7,9,7,1,24,0.31484375,5373.333333333333,50830.0,0.013118489583333332,4.382942199707031,128.80862548828125,691.2749020284414,0.14171142578125,11,11,2,0,2,0,0,dataset_cleaned/free_flow/cam07_20251203_101538.png,cam07,free_flow
9,5,3,1,18,0.1356201171875,3086.1111111111113,26862.0,0.007534450954861111,3.498227119445801,135.36646728515626,473.67680030324465,0.1010107421875,4,12,2,0,7,0,0,dataset_cleaned/free_flow/cam09_20251205_123153.png,cam09,free_flow
7,4,1,1,13,0.24241054687500002,7757.137500000001,57041.4,0.0180364990234375,3.3023204803466797,101.98313720703125,672.6746899056246,0.089660888671875,6,6,0,0,4,1,0,dataset_cleaned/free_flow/cam10_20251207_195348.png,cam10,free_flow
9,11,1,4,25,0.1641650390625,2689.68,24480.0,0.0065666015625,3.1429128646850586,128.34698974609375,498.2405707162619,0.0819189453125,18,5,2,2,2,0,0,dataset_cleaned/free_flow/cam11_20251205_135719.png,cam11,free_flow
5,20,0,1,26,0.121953125,1921.2307692307693,4838.0,0.004690504807692308,13.305856704711914,125.49321044921875,703.4444810302498,0.1396923828125,7,13,6,9,0,0,0,dataset_cleaned/congested/cam10_20251205_120702.png,cam10,congested
9,4,3,2,18,0.38029296875,8653.777777777777,92510.0,0.021127387152777777,2.5568509101867676,127.036005859375,705.8064019460618,0.1456982421875,6,10,2,1,4,0,0,dataset_cleaned/free_flow/cam07_20251209_093152.png,cam07,free_flow
8,23,1,0,32,0.1894287109375,2424.6875,11036.0,0.005919647216796875,9.26374340057373,106.6136279296875,662.0869212435186,0.101552734375,11,12,9,12,4,0,0,dataset_cleaned/moderate/cam11_20251206_090513.png,cam11,moderate
2,3,6,0,11,0.505260546875,19402.005,148962.72,0.045112548828125,3.569136142730713,83.18920654296875,652.9168315085802,0.06931774902343749,2,8,0,1,1,1,0,dataset_cleaned/free_flow/cam07_20251205_051105.png,cam07,free_flow
7,10,1,0,18,0.113076171875,2573.1111111111113,16610.0,0.006282009548611111,16.506755828857422,121.1782421875,777.7782260370013,0.1341943359375,6,10,2,1,2,0,0,dataset_cleaned/congested/cam10_20251208_162010.png,cam10,congested
10,16,5,1,32,0.323017578125,4134.625,63918.0,0.01009429931640625,24.360584259033203,126.66291015625,728.6286938426433,0.15197509765625,11,14,7,8,2,0,0,dataset_cleaned/congested/cam07_20251203_113709.png,cam07,congested
9,11,1,3,24,0.203046875,3465.3333333333335,28564.0,0.008460286458333332,8.115782737731934,124.55626953125,560.2959942775725,0.09000244140625,17,4,3,3,2,0,0,dataset_cleaned/moderate/cam11_20251204_105702.png,cam11,moderate
6,10,0,1,17,0.1165478515625,2808.1176470588234,8774.0,0.006855755974264706,9.0193452835083,117.63300048828125,635.9825539148093,0.10228271484375,2,13,2,4,5,0,0,dataset_cleaned/moderate/cam08_20251204_114321.png,cam08,moderate
12,21,0,1,34,0.25148193359375,3029.6176470588234,22165.0,0.007396527458639705,16.006072998046875,121.120947265625,750.005244514221,0.15212158203125,6,18,10,10,5,0,0,dataset_cleaned/congested/cam10_20251206_120509.png,cam10,congested
7,4,0,5,16,0.35421875,9068.0,127624.0,0.022138671875,2.6265487670898438,124.234150390625,492.6831318263948,0.1004052734375,4,12,0,0,6,0,0,dataset_cleaned/free_flow/cam09_20251207_153842.png,cam09,free_flow
6,4,1,0,11,0.32329345703125,12038.272727272728,103950.0,0.029390314275568184,4.054264068603516,115.318193359375,687.7392428596256,0.11328369140625,3,7,1,0,2,0,0,dataset_cleaned/free_flow/cam07_20251208_174923.png,cam07,free_flow
8,27,2,0,37,0.16959716796875,1877.4864864864865,7232.0,0.004583707242398648,18.809492111206055,124.7982958984375,771.7351170349119,0.16268310546875,7,17,13,13,2,0,0,dataset_cleaned/congested/cam07_20251206_171453.png,cam07,congested
8,8,3,0,19,0.07093017578125,1529.1052631578948,6435.0,0.0037331671463815786,5.754972457885742,126.96147705078126,625.5170633859395,0.11759033203125,8,10,1,1,3,0,0,dataset_cleaned/moderate/cam10_20251204_113441.png,cam10,moderate
1,2,0,1,4,0.0133544921875,1367.5,2867.0,0.003338623046875,8.765872955322266,117.9221875,480.58030824899083,0.0653076171875,2,2,0,0,0,0,0,dataset_cleaned/moderate/cam08_20251205_122202.png,cam08,moderate
9,14,0,0,23,0.16536376953125,2944.913043478261,12900.0,0.007189729110054348,10.197938919067383,124.48923828125,612.8490966773034,0.10878662109375,8,11,4,8,2,0,0,dataset_cleaned/moderate/cam11_20251203_163342.png,cam11,moderate
8,9,0,1,18,0.13205810546875,3005.0555555555557,12243.0,0.007336561414930555,4.593112945556641,101.50024169921875,646.7994674732626,0.09444091796875,5,13,0,0,4,0,0,dataset_cleaned/free_flow/cam08_20251205_084729.png,cam08,free_flow
1,0,2,0,3,0.3257177734375,44471.333333333336,86254.0,0.10857259114583334,2.333303928375244,90.99662841796875,470.7637855834008,0.0517578125,0,3,0,0,1,0,0,dataset_cleaned/free_flow/cam08_20251207_175835.png,cam08,free_flow
8,5,1,1,15,0.15674257812500003,4012.61,13307.6,0.009329915364583333,11.500177383422852,87.29198974609375,581.470473942541,0.0604608154296875,9,4,2,1,2,1,0,dataset_cleaned/moderate/cam11_20251205_234919.png,cam11,moderate
8,14,6,0,28,0.27243896484375,3985.3928571428573,27348.0,0.00972996303013393,11.145795822143555,127.858359375,709.238512372011,0.15082275390625,7,14,7,5,2,0,0,dataset_cleaned/moderate/cam07_20251205_165714.png,cam07,moderate
8,5,4,0,17,0.1521533203125,3666.0,14076.0,0.008950195312500001,13.34065055847168,123.805908203125,732.9936889645516,0.13661865234375,5,11,1,1,4,0,0,dataset_cleaned/congested/cam10_20251207_115848.png,cam10,congested
8,17,1,0,26,0.11687255859375,1841.1923076923076,9280.0,0.004495098407451923,50.0,124.59891845703125,710.4799067526818,0.13913330078125,0,13,13,11,4,0,0,dataset_cleaned/congested/cam08_20251206_164958.png,cam08,congested
3,6,0,1,10,0.07425048828125,3041.3,17280.0,0.007425048828125,15.300378799438477,122.96140869140625,720.7580129379272,0.12040771484375,2,5,3,6,1,0,0,dataset_cleaned/congested/cam10_20251205_154432.png,cam10,congested
1,10,0,3,14,0.16204833984375,4741.071428571428,51906.0,0.011574881417410714,2.0746562480926514,130.81379150390626,556.0351026818691,0.11193359375,2,12,0,0,1,0,0,dataset_cleaned/free_flow/cam09_20251207_092841.png,cam09,free_flow
6,12,3,1,22,0.45713134765625,8510.954545454546,65508.0,0.020778697620738636,21.55426788330078,106.80252685546876,854.669748534149,0.14877197265625,2,10,10,9,5,0,0,dataset_cleaned/congested/cam07_20251205_175035.png,cam07,congested
12,4,5,3,24,0.14558349609375,2484.625,11760.0,0.0060659790039062494,4.058071613311768,127.26724609375,673.9487368097069,0.13075927734375,11,12,1,2,6,0,0,dataset_cleaned/moderate/cam10_20251204_120743.png,cam10,moderate
3,0,2,0,5,0.30337890625,23299.5,73752.12,0.0541748046875,1.1241697072982788,95.01878173828125,606.2012189208492,0.074885498046875,1,3,1,0,2,1,0,dataset_cleaned/free_flow/cam07_20251203_232253.png,cam07,free_flow
7,10,3,0,20,0.28437744140625,5824.05,51736.0,0.0142188720703125,4.782110214233398,125.49172607421875,797.9702074562962,0.151318359375,5,12,3,2,2,0,0,dataset_cleaned/free_flow/cam07_20251204_104128.png,cam07,free_flow
6,18,1,1,26,0.17269775390625,2720.653846153846,33792.0,0.006642221304086538,8.321616172790527,129.6428466796875,518.6735253871917,0.11434814453125,3,22,1,1,6,0,0,dataset_cleaned/moderate/cam09_20251208_161939.png,cam09,moderate
5,33,0,2,40,0.12535400390625,1283.625,3726.0,0.0031338500976562504,17.93981170654297,124.40263916015626,668.8850480895995,0.11008544921875,14,21,5,7,0,0,0,dataset_cleaned/congested/cam11_20251206_103014.png,cam11,congested
7,4,1,1,13,0.14767333984375,4652.846153846154,37024.0,0.011359487680288462,7.557425022125244,123.209052734375,538.3778408621785,0.10176513671875,6,6,1,1,2,0,0,dataset_cleaned/moderate/cam10_20251203_141927.png,cam10,moderate
11,1,12,0,24,0.37623291015625,6421.041666666667,93480.0,0.015676371256510415,9.722158432006836,127.27395263671875,683.1532682047784,0.15071044921875,15,6,3,1,4,0,0,dataset_cleaned/moderate/cam07_20251206_125952.png,cam07,moderate
8,6,0,0,14,0.02678955078125,783.7857142857143,3280.0,0.0019135393415178573,6.102749347686768,124.1312158203125,693.7609592816772,0.122939453125,8,6,0,1,1,0,0,dataset_cleaned/moderate/cam10_20251207_121348.png,cam10,moderate
1,7,0,0,8,0.06209218750000001,2980.425,4149.87,0.006929931640625,3.3959264755249023,99.69224365234375,663.8149192168387,0.08805468749999999,1,7,0,2,1,1,0,dataset_cleaned/free_flow/cam10_20251206_212509.png,cam10,free_flow
2,0,0,0,2,0.05158125,9903.6,16949.68,0.02302734375,1.0725677013397217,86.1621337890625,561.585639653038,0.049443603515625,0,2,0,0,2,1,0,dataset_cleaned/free_flow/cam11_20251208_035624.png,cam11,free_flow
14,5,3,0,22,0.20439726562500002,3567.661363636364,12032.460000000001,0.008295343572443182,10.001922607421875,97.30053955078125,562.5624200807514,0.07851708984375,3,19,0,0,13,1,0,dataset_cleaned/moderate/cam09_20251206_183504.png,cam09,moderate
9,6,0,0,15,0.17663818359375,4823.4,21546.0,0.01177587890625,4.891139030456543,90.09226806640625,478.0716538188696,0.06899169921875,2,13,0,1,5,0,0,dataset_cleaned/free_flow/cam08_20251205_155429.png,cam08,free_flow
10,13,1,0,24,0.22991943359375,3923.9583333333335,21948.0,0.009579976399739584,14.857220649719238,123.6348095703125,634.2383896717488,0.1016455078125,6,17,1,1,3,0,0,dataset_cleaned/congested/cam08_20251207_121835.png,cam08,congested
3,10,4,1,18,0.1347021484375,3065.222222222222,12558.0,0.007483452690972222,8.61128044128418,126.9098828125,531.9083247735737,0.08836669921875,8,4,6,7,0,0,0,dataset_cleaned/moderate/cam11_20251207_105854.png,cam11,moderate
10,2,2,4,18,0.1540380859375,3505.222222222222,34727.0,0.008557671440972223,2.8911571502685547,133.13653564453125,548.4308301329613,0.11286376953125,5,12,1,0,10,0,0,dataset_cleaned/free_flow/cam09_20251209_093203.png,cam09,free_flow
4,10,2,0,16,0.10178466796875,2605.6875,13080.0,0.006361541748046875,2.605905055999756,123.0661767578125,569.1555243559836,0.100810546875,6,5,5,5,0,0,0,dataset_cleaned/free_flow/cam10_20251206_075508.png,cam10,free_flow
3,14,2,0,19,0.07067626953125,1523.6315789473683,3444.0,0.0037198036595394736,5.455257415771484,125.9208935546875,640.2577375835182,0.11615966796875,4,15,0,2,1,0,0,dataset_cleaned/moderate/cam10_20251206_165509.png,cam10,moderate
7,7,1,0,15,0.18207929687500002,5378.342307692308,22495.2,0.012505446213942308,19.25070571899414,112.723046875,835.5447283387792,0.1144200439453125,2,6,5,3,3,1,0,dataset_cleaned/congested/cam07_20251206_194953.png,cam07,congested
6,20,1,0,27,0.17876708984375,2711.962962962963,18207.0,0.006621003327546297,22.416833877563477,129.61125,845.4967724575042,0.15923583984375,5,17,5,8,1,0,0,dataset_cleaned/congested/cam10_20251209_140704.png,cam10,congested
2,2,10,0,14,0.3384228515625,9901.285714285714,81796.0,0.024173060825892857,5.805412292480469,125.53013427734375,732.8112718824805,0.152216796875,6,6,2,1,0,0,0,dataset_cleaned/free_flow/cam07_20251203_112138.png,cam07,free_flow
6,8,1,1,16,0.1507080078125,3858.125,46324.0,0.00941925048828125,5.982974052429199,127.12170166015625,647.867004390186,0.11296142578125,8,8,0,0,1,0,0,dataset_cleaned/moderate/cam10_20251208_120359.png,cam10,moderate
7,10,2,1,20,0.3986390625000001,8504.3,57418.380000000005,0.019773763020833335,38.33149337768555,107.16932861328125,831.609080788723,0.1261884765625,6,8,4,2,3,1,0,dataset_cleaned/congested/cam10_20251205_184404.png,cam10,congested
4,7,1,0,12,0.0471875,1610.6666666666667,5546.0,0.003932291666666666,13.64836311340332,124.20812255859374,612.1076243567466,0.1199609375,4,6,2,1,0,0,0,dataset_cleaned/congested/cam10_20251209_060027.png,cam10,congested
4,1,3,0,8,0.0667625,3204.6,13194.300000000001,0.007451171875,2.767603635787964,86.55424072265625,593.2520918318974,0.0571571044921875,0,6,2,1,4,1,0,dataset_cleaned/free_flow/cam08_20251205_200252.png,cam08,free_flow
14,5,5,0,24,0.2659326171875,4538.583333333333,45652.0,0.011080525716145833,6.556441307067871,119.90832763671875,705.8970506286621,0.1376123046875,8,12,4,2,4,0,0,dataset_cleaned/moderate/cam10_20251207_173348.png,cam10,moderate
1,3,0,1,5,0.21607666015625,17701.0,82240.0,0.04321533203125,1.039106845855713,101.40633544921874,433.14023238370413,0.06541015625,0,4,1,0,1,0,0,dataset_cleaned/free_flow/cam09_20251203_174343.png,cam09,free_flow
6,7,1,1,15,0.1513427734375,4132.666666666667,28044.0,0.010089518229166667,6.5457353591918945,122.453583984375,787.7838683952748,0.13923828125,4,7,4,5,2,0,0,dataset_cleaned/moderate/cam10_20251205_153447.png,cam10,moderate
9,17,0,0,26,0.09313232421875,1467.1923076923076,6448.0,0.003582012469951923,11.011422157287598,113.076611328125,593.9330147864283,0.08580810546875,8,17,1,1,4,0,0,dataset_cleaned/congested/cam08_20251207_105334.png,cam08,congested
2,4,0,1,7,0.0452978515625,2650.5714285714284,7990.0,0.006471121651785714,2.394559860229492,116.49924072265625,545.5558668048619,0.08189208984375,0,7,0,0,2,0,0,dataset_cleaned/free_flow/cam08_20251207_085834.png,cam08,free_flow
5,9,0,0,14,0.08334228515625,2438.3571428571427,8099.0,0.0059530203683035715,3.5554769039154053,113.64844970703125,650.6376404041048,0.1202001953125,5,7,2,4,0,0,0,dataset_cleaned/free_flow/cam10_20251204_083354.png,cam10,free_flow
2,9,8,1,20,0.09864990234375,2020.35,9828.0,0.0049324951171875,6.389225006103516,131.428427734375,684.5879068391561,0.142529296875,8,12,0,0,1,0,0,dataset_cleaned/free_flow/cam07_20251204_133113.png,cam07,free_flow
18,14,0,2,34,0.50527099609375,6087.029411764706,28372.0,0.014860911649816178,24.537639617919922,106.71315185546875,683.7190150535346,0.126611328125,8,18,8,3,8,0,0,dataset_cleaned/congested/cam08_20251203_160852.png,cam08,congested
9,0,1,0,10,0.0506494140625,2074.6,6900.0,0.0050649414062500005,7.427140712738037,127.7591845703125,515.1810292630138,0.07149658203125,2,8,0,0,7,0,0,dataset_cleaned/moderate/cam08_20251204_150658.png,cam08,moderate
7,28,0,3,38,0.22383544921875,2412.7105263157896,14400.0,0.005890406558388159,21.12466049194336,126.06755615234376,766.4622211989403,0.15143310546875,5,18,15,18,4,0,0,dataset_cleaned/congested/cam10_20251206_155509.png,cam10,congested
14,7,2,2,25,0.22086669921875,3618.68,43648.0,0.00883466796875,3.3661623001098633,129.27595703125,526.6512694968224,0.11555419921875,5,19,1,0,12,0,0,dataset_cleaned/free_flow/cam09_20251207_150842.png,cam09,free_flow
9,12,0,6,27,0.19311279296875,2929.5925925925926,22428.0,0.007152325665509259,5.6288347244262695,130.4094970703125,558.588947309679,0.09030517578125,18,6,3,3,1,0,0,dataset_cleaned/free_flow/cam11_20251206_120515.png,cam11,free_flow
11,17,1,1,30,0.17782470703125,2427.9,14256.0,0.005927490234375,12.394155502319336,125.266728515625,620.291014396453,0.10619140625,10,13,7,8,4,0,0,dataset_cleaned/congested/cam11_20251204_120309.png,cam11,congested
8,0,1,5,14,0.215693359375,6310.571428571428,63690.0,0.015406668526785714,24.270095825195312,108.30755615234375,515.4656793819372,0.0954345703125,0,11,3,0,6,0,0,dataset_cleaned/congested/cam08_20251206_081958.png,cam08,congested
9,12,2,3,26,0.0912255859375,1437.1538461538462,7704.0,0.0035086763822115385,14.458742141723633,113.033310546875,515.5982339613379,0.111669921875,0,19,7,7,8,0,0,dataset_cleaned/congested/cam08_20251206_143958.png,cam08,congested
7,16,3,1,27,0.29028564453125,4403.740740740741,60280.0,0.010751320167824074,19.585853576660156,123.244814453125,754.9852026434896,0.151259765625,9,10,8,7,2,0,0,dataset_cleaned/congested/cam10_20251204_104719.png,cam10,congested
11,6,5,2,24,0.1745166015625,2978.4166666666665,22532.0,0.007271525065104167,7.864352226257324,123.89581787109375,704.0190607825278,0.13256591796875,9,13,2,2,5,0,0,dataset_cleaned/moderate/cam10_20251205_121659.png,cam10,moderate
6,3,1,5,15,0.16470947265625,4497.666666666667,24360.0,0.010980631510416667,2.3165345191955566,130.98224853515626,484.9098203637064,0.09880126953125,3,10,2,0,5,0,0,dataset_cleaned/free_flow/cam09_20251204_103258.png,cam09,free_flow
4,13,1,3,21,0.15505615234375,3024.3333333333335,43318.0,0.007383626302083333,6.617575645446777,134.93489013671876,531.1018260802269,0.11418701171875,3,18,0,0,4,0,0,dataset_cleaned/moderate/cam09_20251207_113842.png,cam09,moderate
10,34,2,2,48,0.25670654296875,2190.5625,12264.0,0.005348052978515625,25.261507034301758,123.25020263671875,619.6522860167919,0.1196044921875,17,12,19,20,2,0,0,dataset_cleaned/congested/cam11_20251206_165014.png,cam11,congested
3,2,1,2,8,0.07195556640625,3684.125,12180.0,0.00899444580078125,5.147744655609131,124.6650390625,532.9516508033514,0.0743408203125,3,5,0,0,3,0,0,dataset_cleaned/free_flow/cam08_20251207_115835.png,cam08,free_flow
9,1,0,0,10,0.048330078125,1979.6,6674.0,0.0048330078125,2.6251227855682373,111.08682373046875,492.21723216238007,0.0649169921875,4,6,0,0,6,0,0,dataset_cleaned/free_flow/cam08_20251205_133141.png,cam08,free_flow
4,11,0,3,18,0.2015673828125,4586.777777777777,51847.0,0.011198187934027777,4.006079196929932,131.37361328125,466.882676906371,0.0965966796875,3,15,0,0,3,0,0,dataset_cleaned/free_flow/cam09_20251208_170447.png,cam09,free_flow
4,14,0,0,18,0.0809619140625,1842.3333333333333,4050.0,0.004497884114583333,12.728134155273438,109.24043701171875,534.2734579284132,0.0769580078125,3,15,0,2,2,0,0,dataset_cleaned/congested/cam08_20251208_151916.png,cam08,congested
10,9,4,1,24,0.18106689453125,3090.2083333333335,25102.0,0.007544453938802083,10.26315689086914,128.99685546875,638.594177172655,0.12188720703125,13,10,1,0,3,0,0,dataset_cleaned/congested/cam10_20251205_141118.png,cam10,congested
7,2,4,0,13,0.23762265625,7603.925,46028.64,0.017680257161458334,7.800937652587891,110.285927734375,776.099883497766,0.1017281494140625,4,6,2,0,4,1,0,dataset_cleaned/moderate/cam07_20251206_193953.png,cam07,moderate
4,5,0,1,10,0.0862353515625,3532.2,24480.0,0.00862353515625,1.8143599033355713,137.07746826171876,436.8709252922475,0.0920947265625,2,7,1,0,3,0,0,dataset_cleaned/free_flow/cam09_20251207_062841.png,cam09,free_flow
5,6,6,2,19,0.231337890625,4987.1578947368425,40299.0,0.012175678453947368,14.568245887756348,122.85684326171875,782.9148796881674,0.15385986328125,8,6,5,5,1,0,0,dataset_cleaned/congested/cam10_20251208_123410.png,cam10,congested
4,6,1,0,11,0.022373046875,833.0909090909091,1650.0,0.002033913352272727,8.370829582214355,125.7739453125,634.6044286414145,0.10964599609375,5,6,0,2,1,0,0,dataset_cleaned/moderate/cam10_20251207_143848.png,cam10,moderate
17,6,3,1,27,0.35628906250000003,5067.222222222223,26175.39,0.011782045717592593,11.508501052856445,92.0170556640625,795.6199657360985,0.0925723876953125,11,13,3,0,5,1,0,dataset_cleaned/moderate/cam11_20251207_205854.png,cam11,moderate
2,0,0,2,4,0.157885546875,15157.0125,50754.28,0.0352423095703125,1.5674469470977783,105.88151123046875,419.5218905869424,0.05170764160156249,1,3,0,0,2,1,0,dataset_cleaned/free_flow/cam09_20251209_010019.png,cam09,free_flow
6,3,5,0,14,0.09182861328125,2686.6428571428573,8760.0,0.0065591866629464285,3.7585601806640625,129.02716064453125,564.516909003353,0.11192626953125,7,6,1,0,2,0,0,dataset_cleaned/free_flow/cam07_20251207_143327.png,cam07,free_flow
10,8,2,3,23,0.217724609375,3877.391304347826,44528.0,0.009466287364130434,3.9749839305877686,129.00648681640624,621.1554270758569,0.1237744140625,4,19,0,0,10,0,0,dataset_cleaned/free_flow/cam09_20251206_091503.png,cam09,free_flow
11,17,1,1,30,0.16641845703125,2272.1666666666665,11300.0,0.005547281901041667,14.215253829956055,128.30082763671874,656.6462837958335,0.13119384765625,11,15,4,6,4,0,0,dataset_cleaned/congested/cam10_20251205_085726.png,cam10,congested
8,4,2,0,14,0.9185986328125,26875.571428571428,345400.0,0.06561418805803572,3.8933842182159424,131.65833251953126,630.822973549819,0.1272998046875,5,8,1,0,2,0,0,dataset_cleaned/free_flow/cam07_20251207_074327.png,cam07,free_flow
2,0,0,0,2,0.010458984375,2142.0,2244.0,0.0052294921875,2.425255298614502,123.1099658203125,514.9877548454701,0.068173828125,0,2,0,0,2,0,0,dataset_cleaned/free_flow/cam08_20251207_070834.png,cam08,free_flow
